gene,gnomAD_syn_<1e-5,gnomAD_syn_1e-5~1e-4,gnomAD_syn_1e-4~1e-3,gnomAD_syn_1e-3~1e-2,gnomAD_syn_1e-2<,gnomAD_mis_<1e-5,gnomAD_mis_1e-5~1e-4,gnomAD_mis_1e-4~1e-3,gnomAD_mis_1e-3~1e-2,gnomAD_mis_1e-2<,gnomAD_stopgain_<1e-5,gnomAD_stopgain_1e-5~1e-4,gnomAD_stopgain_1e-4~1e-3,gnomAD_stopgain_1e-3~1e-2,gnomAD_stopgain_1e-2<,RGC-ME_syn_<1e-5,RGC-ME_syn_1e-5~1e-4,RGC-ME_syn_1e-4~1e-3,RGC-ME_syn_1e-3~1e-2,RGC-ME_syn_1e-2<,RGC-ME_mis_<1e-5,RGC-ME_mis_1e-5~1e-4,RGC-ME_mis_1e-4~1e-3,RGC-ME_mis_1e-3~1e-2,RGC-ME_mis_1e-2<,RGC-ME_stopgain_<1e-5,RGC-ME_stopgain_1e-5~1e-4,RGC-ME_stopgain_1e-4~1e-3,RGC-ME_stopgain_1e-3~1e-2,RGC-ME_stopgain_1e-2<,non_nsite,mis_nsite,ssite,is_cRDHGs
ALDH1L1,103,88,21,10,2,188,159,27,5,6,5,7,1,0,0,369,86,13,8,2,816,136,25,4,6,20,3,1,0,0,9.566535999999997e-07,2.9880793600000045e-05,1.4891746500000046e-05,False
TOMM20,9,8,1,0,0,20,6,0,0,0,0,1,0,0,0,57,3,1,0,0,90,6,0,0,0,9,0,0,0,0,2.061652e-07,3.5197462000000024e-06,1.2959583e-06,False
ENSG00000288678,6,1,1,1,0,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.67732e-08,1.4348546999999996e-06,4.378609000000001e-07,False
CRYZ,20,14,7,1,4,74,49,8,1,2,3,6,0,0,0,109,14,7,0,4,325,37,6,2,1,16,4,0,0,0,8.148112999999999e-07,8.430523399999996e-06,3.2664321999999967e-06,False
RAB33B,28,16,5,0,0,40,25,4,1,0,1,1,0,0,0,93,10,5,0,0,222,21,3,1,0,5,0,0,0,0,3.823862999999999e-07,6.336544099999985e-06,2.373496200000004e-06,False
HSD3B7,41,37,3,3,2,72,81,9,3,2,4,2,0,0,0,183,30,3,1,3,317,61,13,2,2,22,1,0,0,0,4.897932000000001e-07,1.4722035400000005e-05,6.807695599999998e-06,False
ERFL,43,33,7,2,3,77,56,6,4,2,3,0,0,0,0,160,34,3,1,3,289,38,10,2,2,4,0,0,0,0,3.088913999999999e-07,1.3210282999999984e-05,6.888521999999995e-06,False
MAP9,44,39,8,1,3,141,84,17,5,5,7,5,1,0,0,151,25,3,1,3,497,66,12,5,4,31,5,0,0,0,8.314896999999998e-07,1.4226753199999994e-05,5.306712200000005e-06,False
TMEM151B,64,55,10,1,3,142,70,5,2,0,2,0,0,0,0,252,32,7,0,3,505,54,5,1,0,14,0,0,0,0,6.534415000000004e-07,1.928086789999997e-05,8.579319299999994e-06,False
CERK,52,72,9,2,7,108,102,22,5,3,1,4,0,0,0,203,57,8,3,5,517,88,18,4,2,23,2,0,0,0,8.264973000000006e-07,1.8137018300000044e-05,8.712938799999996e-06,False
DNAI3,64,41,7,4,4,168,122,7,2,2,12,9,1,0,0,256,32,4,7,1,802,89,4,2,3,37,6,1,0,0,1.7761962e-06,2.399540349999993e-05,9.03248499999998e-06,False
XPO4,85,58,12,3,3,145,81,8,0,2,2,1,0,0,0,377,41,6,3,3,757,51,8,0,2,24,0,0,0,0,2.3245148000000007e-06,2.8617610299999997e-05,1.0396133099999992e-05,False
ENSG00000257184,12,9,1,1,0,27,20,4,0,0,1,1,0,0,0,54,5,0,1,0,123,11,5,0,0,5,0,1,0,0,1.8831620000000001e-07,3.120293200000001e-06,1.188297600000001e-06,False
RIMOC1,22,14,2,1,0,62,36,10,2,0,6,3,0,0,0,88,6,1,1,0,236,30,5,2,0,13,3,0,0,0,7.192353000000001e-07,7.042331799999993e-06,2.569939399999998e-06,False
CIRBP,35,28,8,2,1,72,64,9,1,0,3,0,0,0,0,157,23,7,3,1,342,59,5,1,0,14,1,0,0,0,7.762467000000001e-07,1.1815905499999991e-05,4.779720899999999e-06,False
ITGA8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420,58,15,7,0,1093,111,22,5,3,31,1,0,0,0,1.7218004000000006e-06,2.9262689300000076e-05,1.2144150299999976e-05,False
TFDP1,37,42,10,2,2,68,43,1,1,0,0,0,0,0,0,157,36,8,3,0,300,30,4,0,0,3,0,0,0,0,4.285202e-07,1.4250861500000002e-05,7.816367300000005e-06,False
ENSG00000280778,4,4,0,0,0,7,10,0,0,0,0,0,0,0,0,14,3,0,0,0,36,10,0,0,0,0,1,0,0,0,1.2960110000000004e-07,1.954499599999999e-06,5.869444999999999e-07,False
ASNS,35,31,2,3,1,103,63,2,2,1,0,4,0,0,0,161,30,7,1,1,447,51,2,2,1,17,2,0,0,0,8.815234000000007e-07,1.599520210000003e-05,5.715484599999997e-06,False
PML,82,84,14,3,2,191,139,20,4,1,2,1,0,0,0,387,68,10,2,2,794,110,11,4,1,30,1,0,0,0,1.1896885999999995e-06,3.126695680000006e-05,1.3803176000000005e-05,False
CFAP251,83,77,14,5,3,217,169,21,5,7,9,9,1,0,0,366,59,17,2,3,965,113,20,3,8,43,2,1,1,0,1.4457296000000013e-06,3.0480727599999862e-05,1.3385695999999983e-05,False
MTRF1,31,20,6,3,2,60,72,3,3,3,7,1,1,0,0,123,18,4,5,1,350,56,3,5,1,21,4,1,0,0,1.2448398e-06,1.1340363699999987e-05,4.106361100000004e-06,False
BRPF1,117,89,18,5,2,188,131,8,0,0,2,0,0,0,0,476,81,15,1,2,859,105,12,0,0,5,0,0,0,0,1.9634762e-06,4.580714650000014e-05,1.6439775799999992e-05,False
HIGD1A,10,9,1,0,0,11,22,1,0,0,0,0,0,0,0,34,3,1,0,0,89,15,0,0,0,3,1,0,0,0,1.6452869999999997e-07,2.918103899999999e-06,9.107025000000004e-07,False
PAIP2,7,5,0,0,0,17,12,0,0,0,1,0,0,0,0,33,4,0,0,0,72,11,1,0,0,3,0,0,0,0,2.496425e-07,3.2810461999999978e-06,1.0148742000000004e-06,False
PDPN,7,16,1,2,1,27,40,3,1,1,0,1,0,0,0,54,14,2,2,0,128,27,4,1,1,2,0,0,0,0,2.2891390000000002e-07,5.350005799999999e-06,2.5185181e-06,False
SOSTDC1,19,14,0,2,0,51,18,4,0,1,1,0,0,0,0,77,11,1,1,0,181,26,2,1,1,6,0,0,0,0,2.0196929999999998e-07,6.607232600000002e-06,1.9901677000000006e-06,False
BICD2,89,110,14,2,0,157,127,14,2,0,2,0,0,0,0,308,88,9,2,0,557,126,8,1,0,11,0,0,0,0,9.776933e-07,3.620603209999995e-05,1.6274839599999978e-05,False
KLHL7,50,31,5,2,2,52,19,1,0,0,6,2,0,0,0,192,32,4,2,1,333,16,0,0,0,24,2,0,0,0,1.1399078999999995e-06,1.577929530000002e-05,5.814678199999995e-06,False
ALKAL2,26,18,5,1,0,50,25,3,1,0,0,0,0,0,0,106,14,8,0,0,201,23,2,0,0,5,0,0,0,0,1.8787220000000001e-07,4.373945299999996e-06,2.1273241e-06,False
KCNH6,114,84,20,5,8,219,217,40,4,5,13,8,0,0,0,384,90,19,6,4,897,177,30,8,2,50,7,1,0,0,1.0131258e-06,3.274958330000005e-05,1.5607263999999997e-05,False
SPDYE4,15,21,6,1,2,48,54,10,2,1,1,5,0,0,0,98,17,6,2,1,203,44,7,2,1,16,3,0,0,0,7.752300999999997e-07,8.506246600000002e-06,3.793080399999997e-06,False
RACK1,29,28,2,0,2,21,11,0,0,0,0,0,0,0,0,131,22,3,2,0,111,8,1,0,0,1,0,0,0,0,6.019891999999998e-07,9.518623900000005e-06,3.6158607e-06,False
RNF24,11,5,0,1,0,26,16,0,0,0,0,1,0,0,0,38,3,1,0,0,103,8,0,0,0,4,0,0,0,0,2.597399000000001e-07,3.7214675999999937e-06,1.399091700000001e-06,False
UBE2G1,15,7,1,0,0,11,2,1,0,0,0,0,0,0,0,62,5,1,0,0,70,3,0,0,0,0,0,0,0,0,4.434867000000001e-07,4.304808400000007e-06,1.3949258000000006e-06,False
GPC6,43,34,7,2,1,114,100,7,3,1,2,0,0,0,0,204,33,5,2,1,520,65,9,2,1,9,0,0,0,0,8.288135e-07,1.800657469999997e-05,7.085266799999991e-06,False
ATP6V1B1,46,50,8,2,4,102,84,17,2,3,6,3,0,0,0,194,40,7,3,3,470,89,8,2,3,21,2,0,0,0,8.412176999999999e-07,1.8119933699999933e-05,8.2902288e-06,False
ST6GALNAC3,27,16,5,0,1,63,52,7,1,1,5,0,0,0,0,91,13,4,1,1,303,30,6,1,1,12,1,0,0,0,5.478873e-07,8.95908430000001e-06,3.468147599999999e-06,False
USP54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,526,76,9,2,2,1380,154,26,6,2,70,2,0,1,0,2.979092499999998e-06,4.450034779999989e-05,1.6390760800000033e-05,False
NR1I3,27,20,4,4,1,71,52,7,1,0,4,0,1,0,0,136,13,8,2,1,328,48,4,0,0,20,1,1,0,0,7.494759000000002e-07,1.0769721800000012e-05,3.900167899999996e-06,False
CASP7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,18,5,5,1,274,22,11,1,2,9,5,0,0,0,8.423558e-07,9.082640800000006e-06,4.1793663e-06,False
RPS6KB2,44,45,5,1,3,147,114,15,3,2,2,6,0,0,0,229,35,2,2,2,516,99,12,1,2,12,3,0,0,0,4.609901000000001e-07,1.818997189999999e-05,7.398920200000002e-06,False
KREMEN2,70,45,4,2,2,110,67,8,2,6,3,0,0,0,0,287,34,4,5,0,556,44,7,3,5,16,0,0,0,0,5.408908e-07,1.4097326800000038e-05,6.954409300000002e-06,False
FAM131A,34,38,6,1,0,66,46,6,1,1,5,0,0,0,0,151,34,2,1,0,297,39,4,1,1,12,0,0,0,0,7.82998e-07,1.3094095500000008e-05,5.8994671000000005e-06,False
IFT27,19,14,3,0,0,36,23,6,3,0,0,3,0,0,0,71,8,4,0,0,158,25,4,3,0,12,2,0,0,0,2.904183e-07,5.833564299999996e-06,2.3196571999999976e-06,False
ODF1,21,21,6,0,2,45,46,9,1,3,0,2,0,0,0,85,19,5,0,1,205,28,9,1,3,11,2,0,0,0,7.642982999999999e-07,7.340716e-06,3.5111673000000016e-06,False
SPAG4,46,28,6,1,3,97,51,7,5,0,6,1,0,1,0,192,27,3,4,0,439,33,11,1,0,25,1,1,0,0,6.621819000000001e-07,1.2639283200000023e-05,5.859133000000006e-06,False
COL4A4,139,115,25,9,12,372,254,26,5,14,6,1,1,0,0,599,84,26,13,5,1622,196,24,11,7,41,1,1,0,0,1.4698104999999994e-06,4.7971342799999736e-05,1.9746653000000047e-05,False
ZHX1,64,34,11,1,2,141,93,11,2,0,1,2,0,0,0,268,29,2,5,0,632,76,12,1,0,12,0,0,0,0,1.1797372999999997e-06,2.2669098399999943e-05,7.640659600000007e-06,False
PGBD4,38,37,1,0,1,102,69,4,2,1,4,2,0,0,0,197,24,2,1,0,520,52,6,2,0,25,1,0,0,0,9.097479000000004e-07,1.8051526e-05,7.0345822999999984e-06,False
OR4F6,27,17,5,1,1,85,51,4,8,0,2,4,1,0,0,120,13,3,0,1,346,34,6,4,0,12,5,0,0,0,6.607909000000001e-07,7.931378100000001e-06,2.808883900000003e-06,False
CPT1C,99,54,14,2,3,174,131,15,4,0,6,5,0,0,0,354,59,11,2,3,754,99,12,3,0,42,3,0,0,0,1.3420191999999998e-06,2.7897053699999977e-05,1.300012e-05,False
GRK3,41,41,8,4,0,113,59,9,1,0,5,2,1,0,0,189,34,9,3,0,459,50,3,1,0,19,1,0,0,0,1.1778298e-06,1.9609910699999965e-05,7.68491829999999e-06,False
CA9,53,33,3,1,2,106,72,7,2,3,4,2,0,0,0,196,33,4,1,2,452,54,9,2,3,13,1,0,0,0,6.102420999999999e-07,1.3387707200000032e-05,5.919585000000002e-06,False
FASN,364,375,76,16,9,505,451,71,18,3,2,0,0,0,0,1385,367,63,13,6,2194,420,61,15,1,21,0,0,0,0,3.363816499999998e-06,0.0001066318873,5.6605271300000014e-05,False
CDKN2B,18,8,0,1,0,44,31,3,1,0,0,0,0,0,0,74,5,1,1,0,193,24,1,1,0,6,1,0,0,0,1.1287e-07,4.729057900000001e-06,2.0352950000000016e-06,False
TAS1R1,69,76,10,4,1,180,126,22,17,6,8,1,1,2,0,325,57,8,3,0,782,98,23,16,4,28,4,2,1,0,9.807373000000006e-07,2.428063300000004e-05,1.1231068800000009e-05,False
GNPTG,52,48,13,2,0,110,78,15,3,0,5,2,0,0,0,185,46,11,1,0,378,78,14,0,0,23,1,1,0,0,4.379075000000001e-07,1.13141259e-05,5.668653099999998e-06,False
ANGPTL4,38,31,5,0,4,85,96,11,3,3,9,3,0,0,0,191,33,0,4,1,395,80,8,4,2,19,7,0,0,0,6.848335000000002e-07,1.36398608e-05,6.263264000000001e-06,False
TMEM45A,34,18,2,2,2,57,32,5,0,1,2,2,1,0,0,95,16,2,2,2,244,24,3,1,0,7,1,1,0,0,6.380394000000002e-07,6.893950900000002e-06,2.4828114e-06,False
C4orf33,13,9,3,0,1,44,19,5,0,4,3,2,0,0,1,49,8,3,0,1,156,20,5,0,4,13,0,0,1,0,3.920209e-07,4.500125299999997e-06,1.7722708999999994e-06,False
PALMD,49,33,4,3,3,106,80,7,6,2,2,1,0,0,0,177,27,4,2,4,458,65,11,5,0,17,0,0,0,0,6.638662999999996e-07,1.3655614000000004e-05,5.466465200000005e-06,False
LRRC3C,26,19,10,3,2,68,51,11,8,1,0,2,0,0,0,131,12,12,3,1,267,47,16,2,1,15,0,0,0,0,4.574946000000001e-07,1.0462709500000022e-05,4.4223465e-06,False
GRN,54,60,14,4,1,133,113,9,5,1,3,0,0,0,0,252,49,12,2,1,553,87,16,5,0,20,1,0,0,0,1.1009742e-06,2.072316420000004e-05,9.869312100000014e-06,False
MIGA1,41,28,6,3,0,112,71,13,1,0,3,1,0,0,0,183,23,5,3,0,467,63,9,2,0,17,3,0,0,0,1.0482746000000002e-06,1.52473335e-05,5.453902099999985e-06,False
NUB1,47,43,6,2,2,98,88,11,4,0,2,1,0,0,0,177,35,8,0,2,482,66,11,0,1,22,0,1,0,0,9.783202999999995e-07,1.760545190000001e-05,8.270474500000005e-06,False
TRIM59,22,14,3,1,2,65,51,15,5,0,3,4,0,0,0,132,22,2,0,2,336,44,10,3,0,17,3,0,0,0,8.313844000000005e-07,9.913398799999996e-06,3.4626651999999986e-06,False
SCEL,48,35,4,1,3,136,103,17,5,2,9,4,1,0,0,187,30,4,0,3,474,80,12,4,2,25,3,1,0,0,9.93591199999999e-07,1.7042199599999998e-05,6.034824800000005e-06,False
RDH8,42,26,7,0,5,71,66,7,4,3,2,2,0,0,0,145,17,7,3,2,299,57,5,2,3,10,2,0,0,0,4.195611e-07,1.065267069999996e-05,5.003826199999999e-06,False
ITSN2,145,103,16,7,3,303,217,32,10,4,11,3,0,0,0,543,85,12,4,3,1330,176,26,8,4,66,4,0,0,0,3.731218100000001e-06,4.496131919999998e-05,1.5939402000000004e-05,False
POLR2E,32,25,6,0,2,54,36,3,1,1,4,3,1,0,0,127,18,5,1,1,241,28,2,1,1,15,3,0,0,0,4.158272000000001e-07,8.132983600000015e-06,3.5657094999999985e-06,False
NFE2L2,51,43,6,0,0,85,61,11,4,0,2,0,0,0,0,187,32,6,0,0,463,62,5,3,0,10,0,0,0,0,8.117068000000002e-07,1.6105145600000012e-05,6.147259200000004e-06,False
DHX34,133,124,28,12,5,265,259,46,13,4,10,12,0,0,0,498,115,25,5,6,1068,244,37,7,4,55,7,0,0,0,1.9321191999999994e-06,4.673310799999994e-05,2.0292491199999988e-05,False
UQCR10,12,8,0,0,0,18,12,1,0,1,0,0,1,0,0,35,4,0,0,0,82,8,1,0,1,3,0,1,0,0,4.886070000000001e-08,1.6055166000000002e-06,7.517495999999998e-07,False
ZNF74,92,48,4,2,2,159,88,16,2,3,5,2,1,0,0,252,44,5,2,1,614,84,14,1,3,24,0,1,0,0,1.0151899e-06,1.903956670000003e-05,8.252848000000006e-06,False
NKD1,46,46,10,0,2,95,99,10,1,0,0,0,0,0,0,185,47,5,2,1,423,79,9,1,0,7,1,0,0,0,9.453062e-07,1.7075408500000016e-05,8.028145599999991e-06,False
CDC37L1,23,12,5,0,1,80,45,7,0,0,2,0,0,0,0,113,15,2,0,1,298,38,4,0,0,9,0,0,0,0,6.840518000000003e-07,8.127382200000009e-06,2.8303156000000005e-06,False
CHD9,220,145,25,3,5,429,303,23,6,3,7,0,0,0,0,891,106,22,3,5,2168,224,22,4,3,36,0,0,0,0,5.860171899999993e-06,7.547705280000006e-05,2.5734393000000013e-05,False
FAM120A,80,71,14,4,1,142,95,7,0,0,0,0,0,0,0,325,76,8,3,1,684,62,2,0,0,10,0,0,0,0,1.3624685000000012e-06,3.2626656099999995e-05,1.4450336800000013e-05,False
AGPAT5,55,37,6,2,3,114,76,4,2,1,5,3,0,0,0,197,28,9,1,2,526,51,5,1,1,27,1,0,0,0,6.850546000000004e-07,1.0205166299999995e-05,4.3398300999999965e-06,False
GPR55,33,28,1,1,3,61,45,6,1,2,4,2,0,0,0,147,27,3,1,3,297,40,3,2,1,9,3,0,0,0,4.0808439999999996e-07,1.0324261200000009e-05,4.913571999999991e-06,False
TACC1,66,70,8,2,3,150,120,16,4,2,2,2,0,0,0,275,62,4,2,3,674,100,17,1,1,25,0,0,0,0,1.0945860999999996e-06,2.0987155399999994e-05,9.606025699999989e-06,False
UBE2E3,12,17,0,0,1,22,5,0,0,0,0,0,0,0,0,60,7,0,0,1,62,5,0,0,0,0,0,0,0,0,2.3556310000000002e-07,4.967494800000004e-06,2.111503199999998e-06,False
FUT11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292,28,5,2,1,618,74,13,4,0,27,2,1,0,0,5.696576999999997e-07,1.2946297899999984e-05,5.9267233e-06,False
CIDEA,30,20,8,0,1,53,51,10,5,1,3,0,0,0,0,108,21,5,1,0,206,57,7,3,2,9,1,0,0,0,2.692072999999999e-07,8.960809099999995e-06,4.0801294e-06,False
RSPH14,38,39,2,4,2,88,69,12,6,1,2,1,0,0,0,129,33,4,3,2,324,57,13,4,1,20,1,0,0,0,3.617470999999999e-07,1.1952958799999988e-05,5.726871400000002e-06,False
SP3,67,63,9,8,2,153,76,7,1,1,0,0,0,0,0,276,35,12,4,1,638,62,5,2,1,1,0,0,0,0,1.2916122999999996e-06,2.0225445e-05,7.831728499999996e-06,False
GIMD1,16,9,4,1,2,48,35,4,2,4,2,3,0,0,0,77,7,4,2,1,241,19,6,1,4,9,3,0,0,0,2.8885e-07,5.46820419999999e-06,1.946874600000001e-06,False
AMBN,37,27,6,2,3,90,82,13,8,5,2,0,1,0,0,144,31,5,0,3,412,54,13,9,2,17,0,1,0,0,4.323270000000002e-07,1.1773158199999998e-05,5.488110100000005e-06,False
ZNF680,31,23,4,0,2,95,46,10,3,1,5,3,0,0,0,135,20,2,1,1,480,50,8,1,1,25,2,1,0,0,7.834662999999999e-07,1.3447638600000002e-05,4.236034300000001e-06,False
AGK,11,11,0,0,0,40,27,3,3,0,3,1,0,0,0,53,11,0,0,0,144,25,5,1,0,4,1,0,0,0,4.990503999999998e-07,4.969934300000006e-06,2.0035409e-06,False
GALNT7,42,27,4,0,5,105,57,4,6,0,5,3,0,0,0,163,18,1,2,3,478,46,4,5,0,22,2,0,0,0,1.4870634000000006e-06,1.833327029999997e-05,6.470410000000002e-06,False
SLC22A18,11,9,0,1,1,24,11,2,1,0,0,1,0,0,0,48,5,3,0,1,66,13,1,1,0,3,0,0,0,0,3.6111e-08,2.2611535e-06,1.5015862999999998e-06,False
LNP1,15,9,1,1,1,30,39,5,1,0,1,4,0,0,0,50,7,1,1,1,138,24,2,1,0,9,3,0,0,0,5.203943e-07,4.977073599999999e-06,1.1410534999999998e-06,False
ENTPD5,39,27,11,2,1,91,47,5,4,0,5,3,0,0,0,156,23,8,2,1,351,39,5,2,0,25,0,0,0,0,8.095803000000002e-07,1.0379142200000009e-05,4.391528800000005e-06,False
CASR,124,80,14,3,1,174,102,8,2,4,4,1,0,0,0,440,61,9,1,1,793,65,7,3,4,26,0,0,0,0,1.7173807000000025e-06,3.407697020000005e-05,1.5212142100000006e-05,False
NMBR,38,34,6,3,1,104,83,13,6,2,2,0,1,0,0,181,18,7,4,0,463,62,14,3,2,11,0,1,0,0,2.876079e-07,1.1667345700000014e-05,4.778234599999989e-06,False
TNFRSF17,22,11,3,1,2,46,38,6,2,1,1,2,0,0,0,83,11,1,0,2,227,29,8,1,1,10,0,0,0,0,2.253525000000001e-07,5.222680600000004e-06,2.5322829000000014e-06,False
TMEM205,14,7,0,0,0,44,29,2,2,0,5,2,0,0,0,69,9,0,0,0,168,29,4,0,0,10,1,0,0,0,4.919538999999995e-07,5.607967300000008e-06,2.2186146999999977e-06,False
ZNF134,35,26,2,3,0,99,72,16,0,3,6,5,0,0,0,128,24,4,1,0,372,49,18,0,3,22,5,0,0,0,9.929607e-07,1.2691283500000003e-05,4.541733299999997e-06,False
CCDC17,70,54,11,1,1,134,108,15,7,2,6,7,1,1,0,303,40,9,1,0,635,76,14,3,3,27,6,1,1,0,7.077644000000003e-07,1.7705892000000028e-05,7.268852600000008e-06,False
ARID3A,70,77,22,6,8,119,112,15,4,2,6,0,0,0,0,261,77,14,7,7,502,112,8,3,2,6,1,0,0,0,8.620867000000006e-07,2.2696471799999965e-05,1.1332946600000022e-05,False
ZNF549,45,36,6,1,1,120,94,8,5,3,7,4,1,0,0,219,28,6,2,0,562,80,8,3,2,32,5,1,0,0,1.3194543999999998e-06,1.9715118800000013e-05,7.341603599999993e-06,False
PCDHAC1,88,60,12,8,4,210,155,20,14,3,7,4,1,0,0,375,48,11,6,5,872,117,18,10,2,37,2,1,0,0,1.0527525000000002e-06,2.720218040000005e-05,1.097569879999998e-05,False
C13orf46,19,15,3,4,0,54,39,8,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.63878e-08,2.037957600000001e-06,9.452224000000004e-07,False
SLC7A7,52,42,8,3,5,122,87,7,1,1,2,2,0,0,0,203,33,8,1,5,482,72,4,1,1,20,3,0,0,0,6.386438999999998e-07,1.383461580000001e-05,5.872275000000011e-06,False
AK8,53,33,8,1,1,94,88,21,4,2,4,3,0,0,0,191,31,5,2,0,373,73,15,4,2,16,3,0,0,0,4.313533999999999e-07,1.496405029999997e-05,6.9657238000000025e-06,False
ZMYND10,36,28,2,0,0,73,68,8,6,0,5,1,0,0,0,130,19,3,0,0,325,51,6,6,0,18,0,0,0,0,7.204474999999997e-07,1.191196360000004e-05,4.660168400000003e-06,False
TNFSF13,20,21,2,0,1,58,22,3,0,2,2,0,0,0,0,85,10,5,0,1,200,16,4,0,2,9,1,0,0,0,3.905482000000002e-07,6.946322800000005e-06,2.958501499999999e-06,False
OR1F1,35,28,7,2,1,96,78,14,7,5,5,2,1,0,0,145,36,2,1,1,385,63,17,5,2,9,3,1,0,0,1.8130930000000006e-07,7.497978399999991e-06,3.710394100000002e-06,False
BMP7,38,42,6,4,3,100,53,11,1,0,0,0,0,0,0,158,40,5,3,2,332,51,5,2,0,4,0,0,0,0,6.103220999999997e-07,1.686398170000002e-05,7.629165700000002e-06,False
PGR,108,75,7,10,4,210,138,14,6,5,1,0,0,0,0,471,60,11,8,3,956,99,14,5,3,14,0,0,0,0,1.3049992999999992e-06,2.608824539999993e-05,1.171205189999998e-05,False
SLC8A1,101,76,13,1,0,205,103,9,3,0,3,0,0,0,0,431,53,9,2,0,848,86,9,1,0,13,1,0,0,0,1.2443334e-06,2.772673579999992e-05,1.1171125799999976e-05,False
STAMBPL1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,11,2,4,2,412,41,7,2,2,14,5,0,0,0,1.0165180999999995e-06,1.1549459800000004e-05,4.286042200000003e-06,False
SKP2,38,28,2,2,1,65,37,2,0,0,1,2,0,0,0,123,27,2,3,1,278,30,1,0,0,7,1,0,0,0,7.915962000000001e-07,1.15288851e-05,4.800065700000006e-06,False
KCNK9,44,31,6,2,1,52,23,1,0,0,1,0,0,0,0,173,23,7,0,1,263,17,0,0,0,3,0,0,0,0,3.4115570000000014e-07,1.1781316900000015e-05,5.468084600000001e-06,False
WSCD1,66,61,13,2,4,115,133,19,4,3,7,4,0,0,0,245,72,10,1,5,537,107,18,4,1,27,2,0,0,0,1.1752659e-06,2.4577618100000048e-05,1.0317145300000016e-05,False
GALNT2,50,47,11,2,4,104,65,8,2,1,5,0,0,0,0,233,46,10,2,2,480,57,4,2,1,15,0,0,0,0,1.2624322e-06,1.9916794899999956e-05,8.377128099999996e-06,False
CLTC,111,68,9,3,1,111,42,5,0,0,0,0,0,0,0,493,59,7,1,1,654,29,3,0,0,3,0,0,0,0,2.7996345000000017e-06,4.542939029999996e-05,1.4570145100000011e-05,False
NAA40,27,22,4,2,3,48,21,3,1,0,3,1,0,0,0,97,18,3,1,3,207,18,2,2,0,10,2,0,0,0,5.309517999999998e-07,7.417894099999998e-06,3.229626500000002e-06,False
MLYCD,74,60,14,2,2,177,129,13,5,2,7,1,0,0,0,283,36,15,1,2,565,106,18,3,1,19,2,0,0,0,6.466839000000002e-07,1.46996723e-05,7.431609000000008e-06,False
GLYATL2,23,15,2,1,0,74,44,13,4,2,4,1,0,0,0,110,14,1,1,0,313,41,6,2,2,24,0,0,0,0,3.863828e-07,7.1415314999999895e-06,2.6642419999999997e-06,False
GLI1,105,69,8,3,3,220,158,18,4,2,7,1,0,0,0,423,52,6,4,3,972,157,20,2,2,33,1,0,0,0,1.4269824000000002e-06,3.522341700000004e-05,1.3052868799999988e-05,False
PROC,42,37,7,5,3,82,82,5,0,0,7,0,0,0,0,168,29,7,6,2,375,61,6,0,0,13,0,0,0,0,7.212112999999999e-07,1.7044296100000013e-05,7.368197699999999e-06,False
LEPR,98,54,7,3,3,207,123,19,2,3,7,1,0,0,0,312,52,3,4,2,917,93,16,2,3,36,1,0,0,0,1.4687610999999989e-06,2.747595950000001e-05,1.0647544099999996e-05,False
TFCP2L1,41,43,14,2,3,80,61,5,3,0,0,0,0,0,0,195,44,9,4,2,365,52,5,3,0,11,0,0,0,0,9.835593000000002e-07,1.6932488200000005e-05,8.180474700000011e-06,False
YIPF3,32,33,4,1,2,86,53,3,0,1,1,1,0,0,0,160,22,1,2,1,297,37,5,0,1,7,0,0,0,0,3.687735000000001e-07,9.997816700000016e-06,4.6424709000000025e-06,False
SLC26A1,85,117,25,8,5,144,209,48,10,3,9,6,0,0,0,328,108,20,8,3,712,207,38,7,4,31,9,0,0,0,1.0126984e-06,3.199525799999998e-05,1.7760185000000006e-05,False
AUNIP,20,19,0,3,0,73,48,8,2,2,9,2,2,0,0,90,14,3,0,0,299,39,6,1,1,25,2,1,0,0,5.272143e-07,8.1816197e-06,3.2259601e-06,False
GFRA1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,40,4,1,1,405,51,4,1,2,10,0,0,0,0,5.337990999999997e-07,1.3514484700000042e-05,6.316718399999992e-06,False
ZNF423,128,148,26,14,7,228,184,24,4,2,0,0,0,0,0,422,126,27,13,4,851,161,30,1,2,3,0,0,0,0,1.3608550999999989e-06,5.2180190700000176e-05,2.65022803e-05,False
PPM1L,27,28,5,2,0,50,26,1,2,0,0,1,0,0,0,150,17,5,2,0,271,22,2,1,0,5,1,0,0,0,6.572125000000004e-07,9.864171700000017e-06,4.2075618000000005e-06,False
