GenePair	ka	ks	kaks	ssite	nsite	scount	ncount	Human	Other	species	GeneType	similarity
ENSG00000140365-ENSMMUG00000047011	0.0111612	0.0807619	0.138198	145.4	451.6	11.0	5.0	ENSG00000140365	ENSMMUG00000047011	monkey	Other genes	0.8333333333333334
ENSG00000140368-ENSMMUG00000010171	0.0571061	0.319082	0.17897	210.755	1022.24	53.8228	56.1772	ENSG00000140368	ENSMMUG00000010171	monkey	Other genes	0.7505030181086519
ENSG00000140374-ENSMMUG00000011045	0.01712	0.0745434	0.229665	266.099	720.901	18.7993	12.2007	ENSG00000140374	ENSMMUG00000011045	monkey	Other genes	0.9085714285714286
ENSG00000140379-ENSMMUG00000003364	0.0172663	0.0745706	0.231543	172.307	352.693	12.0	6.0	ENSG00000140379	ENSMMUG00000003364	monkey	Other genes	0.9657142857142857
ENSG00000140382-ENSMMUG00000007430	0.0	0.0267103	-0.0	345.115	695.885	9.0	0.0	ENSG00000140382	ENSMMUG00000007430	monkey	Other genes	1.0
ENSG00000140386-ENSMMUG00000011047	0.00696299	0.0361422	0.192656	1168.56	3031.44	41.0	21.0	ENSG00000140386	ENSMMUG00000011047	monkey	Other genes	0.985
ENSG00000140391-ENSMMUG00000010172	0.0524385	0.0742202	0.706525	195.971	557.029	13.7944	28.2056	ENSG00000140391	ENSMMUG00000010172	monkey	Other genes	0.8838951310861424
ENSG00000140395-ENSMMUG00000014207	0.0356082	0.106257	0.335113	213.844	692.156	20.9323	24.0677	ENSG00000140395	ENSMMUG00000014207	monkey	Other genes	0.787292817679558
ENSG00000140396-ENSMMUG00000015978	0.00433538	0.0344419	0.125875	1373.42	3018.58	45.9622	13.0378	ENSG00000140396	ENSMMUG00000015978	monkey	Other genes	0.9884196185286104
ENSG00000140398-ENSMMUG00000013079	0.0251483	0.114962	0.218753	277.758	892.242	29.0	22.0	ENSG00000140398	ENSMMUG00000013079	monkey	Other genes	0.9435897435897436
ENSG00000140400-ENSMMUG00000009279	0.0105623	0.0959253	0.11011	829.665	2290.33	73.0	24.0	ENSG00000140400	ENSMMUG00000009279	monkey	Other genes	0.9778846153846154
ENSG00000140403-ENSMMUG00000014204	0.00694196	0.0587453	0.11817	322.123	868.877	18.0	6.0	ENSG00000140403	ENSMMUG00000014204	monkey	Other genes	0.9178403755868545
ENSG00000140406-ENSMMUG00000052973	0.00333564	0.105762	0.0315391	184.617	901.383	18.0	3.0	ENSG00000140406	ENSMMUG00000052973	monkey	Other genes	0.9917127071823204
ENSG00000140443-ENSMMUG00000012305	0.0019276	0.0957631	0.0201288	983.793	3117.21	87.0	6.0	ENSG00000140443	ENSMMUG00000012305	monkey	Other genes	0.9956108266276518
ENSG00000140450-ENSMMUG00000062927	0.169749	0.350946	0.48369	323.283	900.717	90.3502	136.65	ENSG00000140450	ENSMMUG00000062927	monkey	Other genes	0.675
ENSG00000140451-ENSMMUG00000006366	0.0285457	0.0832414	0.342926	487.219	1435.78	37.9181	40.0819	ENSG00000140451	ENSMMUG00000006366	monkey	Other genes	0.8585572842998586
ENSG00000140455-ENSMMUG00000012114	0.0303974	0.0746598	0.407145	450.678	1088.32	31.5938	32.4062	ENSG00000140455	ENSMMUG00000012114	monkey	Other genes	0.930188679245283
ENSG00000140459-ENSMMUG00000003239	0.0113698	0.0678309	0.16762	409.043	1153.96	26.0	13.0	ENSG00000140459	ENSMMUG00000003239	monkey	Other genes	0.9750479846449136
ENSG00000140465-ENSMMUG00000022481	0.0263619	0.114336	0.230565	376.169	1159.83	39.0	30.0	ENSG00000140465	ENSMMUG00000022481	monkey	Other genes	0.94140625
ENSG00000140463-ENSMMUG00000013685	0.00745842	0.0366873	0.203297	477.258	1079.74	17.0	8.0	ENSG00000140463	ENSMMUG00000013685	monkey	Other genes	0.9845857418111753
ENSG00000140464-ENSMMUG00000002569	0.0208774	0.145989	0.143007	554.659	2091.34	72.0	43.0	ENSG00000140464	ENSMMUG00000002569	monkey	Other genes	0.9523809523809523
ENSG00000140471-ENSMMUG00000016503	0.0303694	0.0591543	0.513393	703.707	1567.29	39.4311	46.5689	ENSG00000140471	ENSMMUG00000016503	monkey	Other genes	0.9392338177014531
ENSG00000140470-ENSMMUG00000021160	0.0593325	0.20051	0.295908	704.686	2556.31	122.209	145.791	ENSG00000140470	ENSMMUG00000021160	monkey	Other genes	0.8345991561181435
ENSG00000140474-ENSMMUG00000012972	0.0300533	0.168037	0.17885	324.811	1064.19	47.6518	31.3482	ENSG00000140474	ENSMMUG00000012972	monkey	Other genes	0.9053497942386831
ENSG00000140479-ENSMMUG00000011829	0.00880984	0.110282	0.0798849	727.299	2170.7	73.0	19.0	ENSG00000140479	ENSMMUG00000011829	monkey	Other genes	0.978328173374613
ENSG00000140481-ENSMMUG00000003231	0.0305244	0.0656031	0.465289	608.501	1656.5	37.7214	49.2786	ENSG00000140481	ENSMMUG00000003231	monkey	Other genes	0.9403973509933775
ENSG00000140497-ENSMMUG00000012974	0.107044	0.162689	0.657967	244.675	736.325	35.5652	73.4348	ENSG00000140497	ENSMMUG00000012974	monkey	Other genes	0.5601577909270217
ENSG00000140505-ENSMMUG00000021832	0.0308066	0.137127	0.224658	310.244	1234.76	37.7606	37.2394	ENSG00000140505	ENSMMUG00000021832	monkey	Other genes	0.9263565891472868
ENSG00000140506-ENSMMUG00000012970	0.029242	0.0625563	0.467451	439.621	1084.38	26.0	31.0	ENSG00000140506	ENSMMUG00000012970	monkey	Other genes	0.9068441064638784
ENSG00000140511-ENSMMUG00000000556	0.0132312	0.152363	0.0868404	240.857	839.143	32.0	11.0	ENSG00000140511	ENSMMUG00000000556	monkey	Other genes	0.828978622327791
ENSG00000140519-ENSMMUG00000022678	0.0156298	0.0725198	0.215525	336.674	1100.33	23.0	17.0	ENSG00000140519	ENSMMUG00000022678	monkey	Other genes	0.9665970772442589
ENSG00000140521-ENSMMUG00000011160	0.0130832	0.0531449	0.24618	905.68	2778.32	46.0	36.0	ENSG00000140521	ENSMMUG00000011160	monkey	Other genes	0.9636803874092009
ENSG00000140522-ENSMMUG00000014420	0.00396944	0.0833779	0.0476079	193.207	757.793	15.0	3.0	ENSG00000140522	ENSMMUG00000014420	monkey	Other genes	0.9905362776025236
ENSG00000140525-ENSMMUG00000011155	0.0134715	0.0537471	0.250646	1283.95	2700.05	66.0	36.0	ENSG00000140525	ENSMMUG00000011155	monkey	Other genes	0.9728915662650602
ENSG00000140526-ENSMMUG00000014414	0.00106078	0.0808163	0.0131259	331.635	943.365	25.0	1.0	ENSG00000140526	ENSMMUG00000014414	monkey	Other genes	0.9976470588235294
ENSG00000140527-ENSMMUG00000015394	0.0274988	0.0697499	0.394249	551.039	1506.96	36.3281	40.6719	ENSG00000140527	ENSMMUG00000015394	monkey	Other genes	0.909985935302391
ENSG00000140534-ENSMMUG00000001254	0.0199291	0.0552136	0.360945	1839.49	3884.51	96.8051	76.1949	ENSG00000140534	ENSMMUG00000001254	monkey	Other genes	0.9602302459445317
ENSG00000140538-ENSMMUG00000001386	0.0150475	0.112572	0.13367	601.855	1915.14	61.4722	28.5278	ENSG00000140538	ENSMMUG00000001386	monkey	Other genes	0.9658823529411765
ENSG00000140545-ENSMMUG00000043001	0.0198108	0.0987411	0.200634	287.556	873.444	26.0	17.0	ENSG00000140545	ENSMMUG00000043001	monkey	Other genes	0.958656330749354
ENSG00000140548-ENSMMUG00000014831	0.00657331	0.138887	0.0473284	310.424	1681.58	38.0	11.0	ENSG00000140548	ENSMMUG00000014831	monkey	Other genes	0.9819819819819819
ENSG00000140553-ENSMMUG00000005106	0.00624949	0.088051	0.0709757	736.215	2095.78	59.9649	13.0351	ENSG00000140553	ENSMMUG00000005106	monkey	Other genes	0.9451776649746193
ENSG00000140557-ENSMMUG00000013814	0.0448265	0.19967	0.224504	244.03	880.97	41.6714	38.3286	ENSG00000140557	ENSMMUG00000013814	monkey	Other genes	0.8120649651972158
ENSG00000140563-ENSMMUG00000004787	0.00824575	0.0484492	0.170194	921.598	1709.4	43.0	14.0	ENSG00000140563	ENSMMUG00000004787	monkey	Other genes	0.9829157175398633
ENSG00000140564-ENSMMUG00000004657	0.00485238	0.0734766	0.0660399	520.87	1861.13	36.0	9.0	ENSG00000140564	ENSMMUG00000004657	monkey	Other genes	0.9886649874055415
ENSG00000140575-ENSMMUG00000011882	0.00593381	0.0582631	0.101845	1342.5	3613.5	74.6446	21.3554	ENSG00000140575	ENSMMUG00000011882	monkey	Other genes	0.9784688995215312
ENSG00000140577-ENSMMUG00000008886	0.00552123	0.0593055	0.0930981	584.193	1272.81	33.0	7.0	ENSG00000140577	ENSMMUG00000008886	monkey	Other genes	0.7621419676214197
ENSG00000140598-ENSMMUG00000023353	0.0104865	0.0466606	0.224739	958.371	2401.63	43.0	25.0	ENSG00000140598	ENSMMUG00000023353	monkey	Other genes	0.9622144112478032
ENSG00000140600-ENSMMUG00000013669	0.00553415	0.0326176	0.169667	314.997	726.003	10.0	4.0	ENSG00000140600	ENSMMUG00000013669	monkey	Other genes	0.8448275862068966
ENSG00000140623-ENSMMUG00000017945	0.00706841	0.138829	0.0509147	220.619	853.381	27.0	6.0	ENSG00000140623	ENSMMUG00000017945	monkey	Other genes	0.9832402234636871
ENSG00000140632-ENSMMUG00000009567	0.000839012	0.0468275	0.0179171	466.334	1192.67	21.0	1.0	ENSG00000140632	ENSMMUG00000009567	monkey	Other genes	0.9981916817359855
ENSG00000140650-ENSMMUG00000022714	0.00972336	0.0928507	0.10472	220.105	517.895	19.0	5.0	ENSG00000140650	ENSMMUG00000022714	monkey	Other genes	0.983739837398374
ENSG00000140675-ENSMMUG00000000897	0.010918	0.109516	0.0996929	438.91	1577.09	43.92	17.08	ENSG00000140675	ENSMMUG00000000897	monkey	Other genes	0.9661266568483063
ENSG00000140678-ENSMMUG00000014349	0.0734841	0.151906	0.483747	800.006	2670.99	108.388	186.612	ENSG00000140678	ENSMMUG00000014349	monkey	Other genes	0.8554621848739495
ENSG00000140682-ENSMMUG00000000896	0.0056808	0.116931	0.0485825	322.671	1060.33	34.0	6.0	ENSG00000140682	ENSMMUG00000000896	monkey	Other genes	0.9381443298969072
ENSG00000140688-ENSMMUG00000000899	0.0116234	0.0959036	0.121199	362.56	1041.44	32.0	12.0	ENSG00000140688	ENSMMUG00000000899	monkey	Other genes	0.9743589743589743
ENSG00000140691-ENSMMUG00000000895	0.0139042	0.093341	0.148962	896.984	1905.02	77.7989	26.2011	ENSG00000140691	ENSMMUG00000000895	monkey	Other genes	0.8806983511154219
ENSG00000140694-ENSMMUG00000018849	0.00540961	0.0333295	0.162307	616.873	1300.13	20.0	7.0	ENSG00000140694	ENSMMUG00000018849	monkey	Other genes	0.930780559646539
ENSG00000140718-ENSMMUG00000020583	0.0170937	0.0585234	0.292084	449.174	1065.83	25.0	18.0	ENSG00000140718	ENSMMUG00000020583	monkey	Other genes	0.8249158249158249
ENSG00000140743-ENSMMUG00000022035	0.00769796	0.0810369	0.0949932	317.333	1044.67	24.0	8.0	ENSG00000140743	ENSMMUG00000022035	monkey	Other genes	0.9823788546255506
ENSG00000140749-ENSMMUG00000013876	0.0294032	0.0882478	0.333189	192.583	530.417	15.7228	15.2772	ENSG00000140749	ENSMMUG00000013876	monkey	Other genes	0.9377593360995851
ENSG00000140750-ENSMMUG00000029176	0.0374162	0.11245	0.332737	788.877	1854.12	81.3416	67.6584	ENSG00000140750	ENSMMUG00000029176	monkey	Other genes	0.8935483870967742
ENSG00000140798-ENSMMUG00000002201	0.0136244	0.0550684	0.247409	1177.41	2890.59	62.0	39.0	ENSG00000140798	ENSMMUG00000002201	monkey	Other genes	0.9634769905040176
ENSG00000140807-ENSMMUG00000019868	0.0742067	0.283632	0.26163	268.916	1120.08	62.9239	79.0761	ENSG00000140807	ENSMMUG00000019868	monkey	Other genes	0.8102766798418972
ENSG00000140829-ENSMMUG00000000677	0.00251202	0.10071	0.0249433	889.372	2791.63	82.0	7.0	ENSG00000140829	ENSMMUG00000000677	monkey	Other genes	0.9942950285248574
ENSG00000140830-ENSMMUG00000049699	0.210515	0.306836	0.686082	119.976	309.024	29.4204	56.5796	ENSG00000140830	ENSMMUG00000049699	monkey	Other genes	0.650887573964497
ENSG00000140832-ENSMMUG00000052324	0.341739	0.647516	0.527769	274.002	919.998	116.198	251.802	ENSG00000140832	ENSMMUG00000052324	monkey	Other genes	0.5641646489104116
ENSG00000140835-ENSMMUG00000061967	0.0181894	0.0688517	0.264182	322.462	835.538	21.0	15.0	ENSG00000140835	ENSMMUG00000061967	monkey	Other genes	0.9561855670103093
ENSG00000140836-ENSMMUG00000021041	0.00352918	0.0623341	0.0566172	3114.91	7955.09	184.0	28.0	ENSG00000140836	ENSMMUG00000021041	monkey	Other genes	0.9820327165459909
ENSG00000140848-ENSMMUG00000020350	0.00236199	0.0844483	0.0279696	369.968	1274.03	28.9979	3.00214	ENSG00000140848	ENSMMUG00000020350	monkey	Other genes	0.9461805555555556
ENSG00000140853-ENSMMUG00000000769	0.0266433	0.0820241	0.324823	1594.91	4003.09	121.535	104.465	ENSG00000140853	ENSMMUG00000000769	monkey	Other genes	0.9453376205787781
ENSG00000140854-ENSMMUG00000015695	0.00188931	0.135817	0.0139107	375.114	1589.89	45.0	3.0	ENSG00000140854	ENSMMUG00000015695	monkey	Other genes	0.9954198473282443
ENSG00000140859-ENSMMUG00000015696	0.00355724	0.118783	0.0299475	505.162	1972.84	54.0	7.0	ENSG00000140859	ENSMMUG00000015696	monkey	Other genes	0.9402985074626866
ENSG00000140873-ENSMMUG00000000824	0.0104	0.0633188	0.164248	1046.92	2616.08	63.0	27.0	ENSG00000140873	ENSMMUG00000000824	monkey	Other genes	0.9787059787059788
ENSG00000140876-ENSMMUG00000011795	0.0200408	0.0449329	0.446017	207.771	506.229	9.0	10.0	ENSG00000140876	ENSMMUG00000011795	monkey	Other genes	0.957983193277311
ENSG00000140931-ENSMMUG00000020847	0.00746169	0.0916197	0.081442	141.682	404.318	12.0	3.0	ENSG00000140931	ENSMMUG00000020847	monkey	Other genes	0.9835164835164835
ENSG00000140932-ENSMMUG00000000032	0.0551011	0.0819602	0.67229	169.443	508.557	13.0	27.0	ENSG00000140932	ENSMMUG00000000032	monkey	Other genes	0.8064516129032258
ENSG00000140937-ENSMMUG00000005520	0.00300462	0.0553892	0.0542455	720.263	1667.74	38.0	5.0	ENSG00000140937	ENSMMUG00000005520	monkey	Other genes	0.9937185929648241
ENSG00000140939-ENSMMUG00000020268	0.461291	0.815409	0.565717	143.789	465.211	68.5493	159.451	ENSG00000140939	ENSMMUG00000020268	monkey	Other genes	0.5135135135135135
ENSG00000140941-ENSMMUG00000050432	0.0	0.049639	-0.0	104.963	270.037	5.0	0.0	ENSG00000140941	ENSMMUG00000050432	monkey	Other genes	1.0
ENSG00000140943-ENSMMUG00000020053	0.00136929	0.0620563	0.0220652	866.82	2193.18	51.0	3.0	ENSG00000140943	ENSMMUG00000020053	monkey	Other genes	0.9648956356736242
ENSG00000140945-ENSMMUG00000020114	0.0155637	0.0805532	0.19321	600.277	1538.72	45.3044	23.6956	ENSG00000140945	ENSMMUG00000020114	monkey	Other genes	0.9184210526315789
ENSG00000140948-ENSMMUG00000017615	0.002911	0.0836709	0.0347911	847.207	2410.79	66.0	7.0	ENSG00000140948	ENSMMUG00000017615	monkey	Other genes	0.9935543278084714
ENSG00000140950-ENSMMUG00000018961	0.0256424	0.139187	0.18423	396.215	971.785	48.6166	24.3834	ENSG00000140950	ENSMMUG00000018961	monkey	Other genes	0.9517543859649122
ENSG00000140955-ENSMMUG00000019188	0.0196273	0.113161	0.173445	396.696	1343.3	41.0	26.0	ENSG00000140955	ENSMMUG00000019188	monkey	Other genes	0.8358433734939759
ENSG00000140961-ENSMMUG00000009849	0.0162956	0.141052	0.11553	248.577	1182.42	31.0	19.0	ENSG00000140961	ENSMMUG00000009849	monkey	Other genes	0.8611632270168855
ENSG00000140968-ENSMMUG00000008125	0.00537522	0.0551038	0.0975472	344.148	933.852	18.0	5.0	ENSG00000140968	ENSMMUG00000008125	monkey	Other genes	0.9655963302752294
ENSG00000140983-ENSMMUG00000022010	0.100673	0.417865	0.240923	340.871	1507.13	105.039	141.961	ENSG00000140983	ENSMMUG00000022010	monkey	Other genes	0.7683284457478006
ENSG00000140986-ENSMMUG00000007937	0.0768857	0.409523	0.187745	203.443	981.557	62.3005	71.6995	ENSG00000140986	ENSMMUG00000007937	monkey	Other genes	0.8073394495412844
ENSG00000140987-ENSMMUG00000007564	0.0285341	0.0645252	0.442216	587.984	1503.02	36.0	42.0	ENSG00000140987	ENSMMUG00000007564	monkey	Other genes	0.9426111908177905
ENSG00000140988-ENSMMUG00000029267	0.0	0.208847	-0.0	213.093	665.907	37.0	0.0	ENSG00000140988	ENSMMUG00000029267	monkey	Other genes	1.0
ENSG00000140988-ENSMMUG00000047277	0.0	0.206829	-0.0	214.796	664.204	37.0	0.0	ENSG00000140988	ENSMMUG00000047277	monkey	Other genes	1.0
ENSG00000140990-ENSMMUG00000057370	0.0586354	0.133316	0.439821	90.0609	425.939	11.0	24.0	ENSG00000140990	ENSMMUG00000057370	monkey	Other genes	0.8426966292134831
ENSG00000140992-ENSMMUG00000011459	0.0114034	0.0899857	0.126725	486.755	1181.24	40.6362	13.3638	ENSG00000140992	ENSMMUG00000011459	monkey	Other genes	0.9802513464991023
ENSG00000140993-ENSMMUG00000040952	0.0112069	0.0435516	0.257324	476.874	1170.13	20.0	13.0	ENSG00000140993	ENSMMUG00000040952	monkey	Other genes	0.97632058287796
ENSG00000140995-ENSMMUG00000000391	0.00353721	0.160391	0.0220536	219.497	1133.5	31.0	4.0	ENSG00000140995	ENSMMUG00000000391	monkey	Other genes	0.9654427645788337
ENSG00000141002-ENSMMUG00000004926	0.0842504	0.26374	0.319444	435.607	1586.39	94.6004	126.4	ENSG00000141002	ENSMMUG00000004926	monkey	Other genes	0.6419213973799127
ENSG00000141012-ENSMMUG00000012430	0.0379491	0.257233	0.147528	304.521	1141.48	64.7947	42.2053	ENSG00000141012	ENSMMUG00000012430	monkey	Other genes	0.704225352112676
ENSG00000141013-ENSMMUG00000000401	0.00838087	0.166587	0.0503094	233.455	1200.54	34.0	10.0	ENSG00000141013	ENSMMUG00000000401	monkey	Other genes	0.9790794979079498
ENSG00000141026-ENSMMUG00000006491	0.0522937	0.115797	0.451598	93.7595	338.241	9.92179	17.0782	ENSG00000141026	ENSMMUG00000006491	monkey	Other genes	0.8354430379746836
ENSG00000141027-ENSMMUG00000002523	0.00291273	0.0451492	0.0645134	2158.89	5161.11	94.0	15.0	ENSG00000141027	ENSMMUG00000002523	monkey	Other genes	0.9934479934479934
ENSG00000141030-ENSMMUG00000021091	0.0	0.0716938	-0.0	313.448	955.552	21.0	0.0	ENSG00000141030	ENSMMUG00000021091	monkey	Other genes	1.0
ENSG00000141034-ENSMMUG00000005900	0.00147058	0.0279561	0.0526033	219.245	680.755	6.0	1.0	ENSG00000141034	ENSMMUG00000005900	monkey	Other genes	0.9966666666666667
ENSG00000141040-ENSMMUG00000016723	0.00830687	0.0261638	0.317495	587.584	1695.42	15.0	14.0	ENSG00000141040	ENSMMUG00000016723	monkey	Other genes	0.9816031537450722
ENSG00000141052-ENSMMUG00000013281	0.00926381	0.0589119	0.157249	890.439	2064.56	50.0	19.0	ENSG00000141052	ENSMMUG00000013281	monkey	Other genes	0.9787234042553191
ENSG00000141068-ENSMMUG00000017888	0.00652192	0.109031	0.0598172	525.89	1694.11	52.0	11.0	ENSG00000141068	ENSMMUG00000017888	monkey	Other genes	0.7673684210526316
ENSG00000141076-ENSMMUG00000022841	0.0242109	0.0792649	0.305443	560.814	1443.19	41.6327	34.3673	ENSG00000141076	ENSMMUG00000022841	monkey	Other genes	0.9002808988764045
ENSG00000141084-ENSMMUG00000007804	0.00960993	0.0800005	0.120123	371.227	1488.77	27.7848	14.2152	ENSG00000141084	ENSMMUG00000007804	monkey	Other genes	0.9822580645161291
ENSG00000141096-ENSMMUG00000029101	0.0287704	0.0916166	0.31403	397.986	1066.01	34.0	30.0	ENSG00000141096	ENSMMUG00000029101	monkey	Other genes	0.8966861598440545
ENSG00000141101-ENSMMUG00000006506	0.0188906	0.0868215	0.21758	322.864	913.136	26.0	17.0	ENSG00000141101	ENSMMUG00000006506	monkey	Other genes	0.8531317494600432
ENSG00000141127-ENSMMUG00000005323	0.00130961	0.0518344	0.0252652	342.636	764.364	17.0	1.0	ENSG00000141127	ENSMMUG00000005323	monkey	Other genes	0.934010152284264
ENSG00000141161-ENSMMUG00000005170	0.0048627	0.0855119	0.0568658	723.241	2063.76	57.0	10.0	ENSG00000141161	ENSMMUG00000005170	monkey	Other genes	0.9892357373519914
ENSG00000141179-ENSMMUG00000006066	0.064196	0.230692	0.278276	126.848	512.152	24.5018	31.4982	ENSG00000141179	ENSMMUG00000006066	monkey	Other genes	0.7089552238805971
ENSG00000141194-ENSMMUG00000011975	0.0198833	0.0921821	0.215696	256.999	673.001	21.8303	13.1697	ENSG00000141194	ENSMMUG00000011975	monkey	Other genes	0.9580645161290322
ENSG00000141198-ENSMMUG00000010550	0.0172477	0.031369	0.549833	426.665	998.335	13.0	17.0	ENSG00000141198	ENSMMUG00000010550	monkey	Other genes	0.9642857142857143
ENSG00000141200-ENSMMUG00000014427	0.0349274	0.0940457	0.371388	482.502	1524.5	42.0	52.0	ENSG00000141200	ENSMMUG00000014427	monkey	Other genes	0.9183976261127597
ENSG00000141219-ENSMMUG00000001269	0.0392612	0.0565424	0.694367	539.099	1284.9	29.0486	48.9514	ENSG00000141219	ENSMMUG00000001269	monkey	Other genes	0.921311475409836
ENSG00000141232-ENSMMUG00000022740	0.0	0.0331839	-0.0	246.453	788.547	8.0	0.0	ENSG00000141232	ENSMMUG00000022740	monkey	Other genes	1.0
ENSG00000141252-ENSMMUG00000003042	0.00534733	0.0856683	0.062419	804.807	1691.19	64.0	9.0	ENSG00000141252	ENSMMUG00000003042	monkey	Other genes	0.9891956782713085
ENSG00000141255-ENSMMUG00000011058	0.023296	0.0485068	0.480262	258.812	830.188	12.0	19.0	ENSG00000141255	ENSMMUG00000011058	monkey	Other genes	0.9504132231404959
ENSG00000141258-ENSMMUG00000017518	0.0253746	0.146905	0.172728	664.672	2482.33	86.1068	61.8932	ENSG00000141258	ENSMMUG00000017518	monkey	Other genes	0.9382600561272217
ENSG00000141279-ENSMMUG00000005869	0.000996046	0.0259893	0.0383253	747.682	2009.32	19.0	2.0	ENSG00000141279	ENSMMUG00000005869	monkey	Other genes	0.995656894679696
ENSG00000141293-ENSMMUG00000050742	0.0115201	0.0357057	0.32264	289.297	787.703	10.0	9.0	ENSG00000141293	ENSMMUG00000050742	monkey	Other genes	0.7658643326039387
ENSG00000141294-ENSMMUG00000061605	0.0294784	0.0711163	0.41451	269.082	693.918	18.0	20.0	ENSG00000141294	ENSMMUG00000061605	monkey	Other genes	0.9376947040498442
ENSG00000141295-ENSMMUG00000021486	0.0214795	0.0999005	0.215009	327.078	947.922	30.0	20.0	ENSG00000141295	ENSMMUG00000021486	monkey	Other genes	0.7883495145631068
ENSG00000141298-ENSMMUG00000014413	0.013407	0.0383807	0.349317	1393.04	2956.96	51.7744	39.2256	ENSG00000141298	ENSMMUG00000014413	monkey	Other genes	0.9737931034482759
ENSG00000141314-ENSMMUG00000003158	0.00654151	0.0972906	0.0672368	290.645	921.355	26.0	6.0	ENSG00000141314	ENSMMUG00000003158	monkey	Other genes	0.9851485148514851
ENSG00000141316-ENSMMUG00000011411	0.0440939	0.0976998	0.45132	54.7126	281.287	5.0	12.0	ENSG00000141316	ENSMMUG00000011411	monkey	Other genes	0.46511627906976744
ENSG00000141337-ENSMMUG00000051869	0.0251336	0.0692008	0.363199	492.438	1082.56	32.3018	26.6982	ENSG00000141337	ENSMMUG00000051869	monkey	Other genes	0.855917667238422
