gene_name	n_syn	n_mis	n_non	n_spl	n_ind	wmis_cv	wnon_cv	wspl_cv	wind_cv	pmis_cv	ptrunc_cv	pallsubs_cv	pind_cv	qmis_cv	qtrunc_cv	qallsubs_cv	qind_cv	pglobal_cv	qglobal_cv	non_nsite	mis_nsite	ssite
DFNA5	0	0	0	0	1	0.0	0.0	0.0	7.103943958	0.24962293	0.74917778	0.490178014	0.123834061	0.813667722	0.942412671	0.977167932	1.0	0.230772019	1.0	3.1380432999999943e-06	6.54604404999997e-05	3.514116229999988e-05
EPHA6	0	5	0	0	1	2.428601751	0.0	0.0	2.558757566	0.094766076	0.605806027	0.214778538	0.283120437	0.813667722	0.942412671	0.977167932	1.0	0.231073004	1.0	5.260181599999996e-06	0.00011415883210000003	4.121147100000035e-05
DEDD	0	0	0	1	0	0.0	16.50350592	16.50350592	0.0	0.173940481	0.054195085	0.060861784	1.0	0.813667722	0.942412671	0.977167932	1.0	0.231223035	1.0	3.418442199999998e-06	6.067520549999989e-05	1.8612240599999936e-05
IL2RB	0	0	1	0	0	0.0	19.69570723	19.69570723	0.0	0.217435566	0.044427614	0.060895854	1.0	0.813667722	0.942412671	0.977167932	1.0	0.231318394	1.0	1.7708385999999976e-06	3.297560799999986e-05	1.5598021200000077e-05
TEX10	0	0	0	0	1	0.0	0.0	0.0	3.026000288	0.110960925	0.590446257	0.243999685	0.250070229	0.813667722	0.942412671	0.977167932	1.0	0.231657471	1.0	5.628729200000002e-06	6.0277419600000124e-05	2.1513997399999915e-05
KRTAP4-6	1	1	0	0	1	1.502611878	0.0	0.0	13.75294285	0.705540965	0.794942848	0.8999392	0.0679176	0.870918648	0.942412671	0.977167932	1.0	0.231950055	1.0	3.113039e-07	6.6075263000000076e-06	1.6754988999999995e-06
CERS3	0	0	0	1	0	0.0	26.52390366	26.52390366	0.0	0.327890153	0.031808882	0.06115238	1.0	0.813667722	0.942412671	0.977167932	1.0	0.232035764	1.0	2.174682600000003e-06	3.609633039999997e-05	1.451117759999994e-05
MRPL12	0	0	1	0	0	0.0	32.18534532	32.18534532	0.0	0.441579332	0.025610624	0.061161023	1.0	0.813667722	0.942412671	0.977167932	1.0	0.232059916	1.0	2.42709e-07	5.974570700000001e-06	3.0557279000000002e-06
OR4M2	0	3	0	0	1	2.448123151	0.0	0.0	5.641361868	0.186108169	0.809072073	0.404737604	0.151216226	0.813667722	0.942412671	0.977167932	1.0	0.232176897	1.0			
TMEM41B	0	0	0	0	1	0.0	0.0	0.0	11.80663209	0.498455105	0.855610967	0.782255494	0.078262442	0.813667722	0.942412671	0.977167932	1.0	0.232228105	1.0	1.1057947000000022e-06	2.5134032500000003e-05	9.536847200000024e-06
GFRAL	0	0	0	0	1	0.0	0.0	0.0	6.88866259	0.24105143	0.765156393	0.481388497	0.127225189	0.813667722	0.942412671	0.977167932	1.0	0.232293791	1.0	4.5677369999999996e-07	1.0004276600000011e-05	3.4721280000000035e-06
SHCBP1	0	0	0	0	1	0.0	0.0	0.0	4.519611387	0.154331593	0.695054898	0.336424037	0.182094515	0.813667722	0.942412671	0.977167932	1.0	0.232339116	1.0	9.202255999999998e-07	1.7162853699999977e-05	6.955963399999997e-06
RUNX1T1	0	4	1	0	0	2.706547418	10.7481659	10.7481659	0.0	0.095914205	0.087738899	0.061304147	1.0	0.813667722	0.942412671	0.977167932	1.0	0.232459673	1.0	1.0626757500000098e-05	0.00024069840249999982	0.00010039981799999917
C1orf162	0	2	0	0	0	10.05399072	0.0	0.0	0.0	0.018470576	0.860833591	0.061327415	1.0	0.813667722	0.942412671	0.977167932	1.0	0.232524629	1.0	2.747686e-07	6.204634100000006e-06	2.432596499999997e-06
KLF5	3	3	0	0	1	0.635253941	0.0	0.0	7.956075815	0.416477426	0.452768117	0.547732728	0.112015635	0.813667722	0.942412671	0.977167932	1.0	0.232600594	1.0	1.509648100000001e-06	2.3679279599999984e-05	1.0452967100000025e-05
NDUFV2	0	0	0	0	1	0.0	0.0	0.0	12.17294917	0.535295326	0.830618865	0.806594369	0.07608141	0.81726284	0.942412671	0.977167932	1.0	0.232634664	1.0	8.086477000000002e-07	1.4521853600000042e-05	4.969364699999997e-06
MUC12	3	11	1	0	0	2.108445357	4.897171033	4.897171033	0.0	0.040834931	0.210022189	0.061376095	1.0	0.813667722	0.942412671	0.977167932	1.0	0.232660503	1.0	4.377986700000011e-06	0.00016725109000000041	7.079019559999981e-05
SPRY1	0	0	0	0	1	0.0	0.0	0.0	5.031694401	0.165817549	0.791216015	0.369946844	0.166567963	0.813667722	0.942412671	0.977167932	1.0	0.233344294	1.0	9.928090999999985e-07	2.657955750000009e-05	9.728784300000012e-06
ERN1	2	4	0	0	1	2.450419324	0.0	0.0	3.60217908	0.128569345	0.645902752	0.281934037	0.218595451	0.813667722	0.942412671	0.977167932	1.0	0.233367161	1.0	1.5661253999999997e-06	3.5831419e-05	1.7750436899999985e-05
AP1AR	0	0	0	1	0	0.0	29.58457411	29.58457411	0.0	0.391860314	0.028144498	0.061732651	1.0	0.813667722	0.942412671	0.977167932	1.0	0.233654522	1.0	1.1789385000000004e-06	1.4718658800000032e-05	5.721167000000005e-06
HNRNPAB	0	0	0	0	1	0.0	0.0	0.0	7.954253102	0.298979617	0.739472617	0.552151831	0.112038507	0.813667722	0.942412671	0.977167932	1.0	0.234015358	1.0	4.963453500000007e-06	6.623921830000023e-05	2.6972512499999845e-05
TBC1D8B	1	0	0	0	1	0.0	0.0	0.0	4.100041468	0.146696646	0.64310519	0.314179022	0.197150677	0.813667722	0.942412671	0.977167932	1.0	0.234233317	1.0			
SPATA31D1	1	6	0	0	2	1.31443327	0.0	0.0	4.429212363	0.545245627	0.481848722	0.645266786	0.096085079	0.819119245	0.942412671	0.977167932	1.0	0.234399915	1.0	2.2586494000000008e-06	4.3689558599999984e-05	1.74560002e-05
SLC15A5	0	0	0	0	1	0.0	0.0	0.0	6.645515353	0.236698362	0.750263541	0.472432618	0.131285688	0.813667722	0.942412671	0.977167932	1.0	0.234464228	1.0	6.809036999999998e-07	1.4026714199999977e-05	5.904500799999998e-06
ARHGEF17	1	6	0	0	2	1.445822321	0.0	0.0	4.018219238	0.42020534	0.491946133	0.565151249	0.109814939	0.813667722	0.942412671	0.977167932	1.0	0.234571001	1.0	3.1037092000000016e-06	7.200698110000025e-05	3.1159743300000005e-05
IBTK	0	0	0	0	1	0.0	0.0	0.0	2.24315742	0.086843099	0.584566627	0.19986635	0.310863811	0.813667722	0.942412671	0.977167932	1.0	0.234763216	1.0	5.89731080000001e-06	9.923292990000125e-05	3.5891252199999795e-05
PPIG	0	1	1	0	1	1.031488741	7.798759132	7.798759132	4.008405016	0.975687149	0.125624726	0.309461015	0.200776214	0.990541973	0.942412671	0.977167932	1.0	0.234766539	1.0	8.580882100000022e-06	9.471364970000059e-05	3.118856560000017e-05
RTKN	0	0	0	1	0	0.0	15.12782087	15.12782087	0.0	0.160702175	0.059765468	0.062133097	1.0	0.813667722	0.942412671	0.977167932	1.0	0.234768446	1.0	2.535643499999999e-06	5.679610830000012e-05	2.0172052400000018e-05
CBX8	0	1	0	0	1	1.499774054	0.0	0.0	12.9663353	0.706828469	0.703482454	0.866096442	0.071750648	0.871674805	0.942412671	0.977167932	1.0	0.234795907	1.0	1.5322966000000026e-06	2.596707010000005e-05	1.0468744199999992e-05
AIMP1	0	0	0	1	0	0.0	26.00933179	26.00933179	0.0	0.326748597	0.03251543	0.062170895	1.0	0.813667722	0.942412671	0.977167932	1.0	0.234873454	1.0	1.7246122000000034e-06	2.789448909999999e-05	1.046884499999997e-05
ZFR	0	4	1	0	0	3.138054033	6.908029601	6.908029601	0.0	0.060498984	0.143786029	0.062200505	1.0	0.813667722	0.942412671	0.977167932	1.0	0.234955701	1.0	2.4443679999999985e-06	2.9015627199999923e-05	1.0404144500000003e-05
DENND5A	0	3	0	0	2	1.506380187	0.0	0.0	4.70458346	0.518184975	0.600121994	0.705083307	0.088276797	0.816404741	0.942412671	0.977167932	1.0	0.235072311	1.0	6.1508387999999955e-06	0.0001234904374000005	4.6536918099999626e-05
CASD1	0	0	0	0	1	0.0	0.0	0.0	4.675709142	0.16227798	0.707847308	0.351699884	0.177063471	0.813667722	0.942412671	0.977167932	1.0	0.235157566	1.0	1.3756141e-06	2.685232400000013e-05	1.0255887300000002e-05
ZNF791	0	5	0	0	0	3.578406913	0.0	0.0	0.0	0.022052592	0.593048721	0.062290766	1.0	0.813667722	0.942412671	0.977167932	1.0	0.235206324	1.0	4.443799099999985e-06	5.4774728199999806e-05	1.914956219999998e-05
SHBG	0	2	0	1	0	2.856596738	19.79279878	19.79279878	0.0	0.21194465	0.044182836	0.062360036	1.0	0.813667722	0.942412671	0.977167932	1.0	0.235398575	1.0	8.435037100000011e-06	0.0001197253753000011	5.062293740000006e-05
OR52B2	1	2	0	0	1	1.891715521	0.0	0.0	10.07774162	0.422398849	0.753653165	0.689248307	0.090507895	0.813667722	0.942412671	0.977167932	1.0	0.235460666	1.0	4.665693e-07	1.0635360399999995e-05	3.2829714000000006e-06
OR6T1	0	2	0	0	1	1.939123042	0.0	0.0	9.857218279	0.406418468	0.761362637	0.675825624	0.092350974	0.813667722	0.942412671	0.977167932	1.0	0.235545948	1.0	4.510345e-07	9.270027200000018e-06	3.664012900000002e-06
FAM58A	0	2	0	0	1	1.282648276	0.0	0.0	13.02146904	0.740553541	0.689800104	0.873444093	0.071467945	0.885730213	0.942412671	0.977167932	1.0	0.235573963	1.0			
CTDSP2	0	1	1	0	0	2.010611556	35.73977455	35.73977455	0.0	0.534703225	0.02277881	0.062425573	1.0	0.81726284	0.942412671	0.977167932	1.0	0.235580395	1.0	6.207574000000005e-07	2.2941317499999944e-05	9.433308000000015e-06
PRKCI	0	2	1	0	0	3.536479845	14.5854941	14.5854941	0.0	0.144071499	0.062269064	0.062447339	1.0	0.813667722	0.942412671	0.977167932	1.0	0.235640766	1.0	1.2773851e-06	1.6611172699999975e-05	5.1509513e-06
SLC5A6	2	0	0	1	0	0.0	11.32584581	11.32584581	0.0	0.115193138	0.082684398	0.062469242	1.0	0.813667722	0.942412671	0.977167932	1.0	0.23570151	1.0	3.5813125000000016e-06	7.115015039999909e-05	3.242099279999981e-05
CASC5	3	7	0	0	2	1.686930905	0.0	0.0	2.985841557	0.22816959	0.521572202	0.389118734	0.160720735	0.813667722	0.942412671	0.977167932	1.0	0.235896158	1.0	5.870464600000004e-06	0.00011654171970000072	4.2913640599999825e-05
POFUT2	0	0	0	0	1	0.0	0.0	0.0	7.787533909	0.287724855	0.784835116	0.547785437	0.114170803	0.813667722	0.942412671	0.977167932	1.0	0.235900744	1.0	1.9405557000000003e-06	4.280121750000016e-05	2.120347220000009e-05
AGPAT1	0	1	0	0	1	0.929759689	0.0	0.0	13.72396872	0.941978143	0.685923974	0.919184312	0.068051509	0.977415192	0.942412671	0.977167932	1.0	0.235930614	1.0	3.301877399999995e-06	6.900390769999959e-05	2.8057271400000048e-05
UBFD1	0	1	1	0	0	2.026993947	35.50489844	35.50489844	0.0	0.530446213	0.022947345	0.062578805	1.0	0.816732937	0.942412671	0.977167932	1.0	0.236005238	1.0	1.4706924e-06	3.825993869999999e-05	1.8415647599999897e-05
CD84	0	0	0	0	1	0.0	0.0	0.0	8.138061593	0.306949929	0.779765698	0.570940472	0.10977808	0.813667722	0.942412671	0.977167932	1.0	0.236276597	1.0	1.596190300000002e-06	4.335637149999992e-05	1.662673869999998e-05
MAML1	0	2	0	0	2	1.032070264	0.0	0.0	5.64278728	0.965407107	0.695356536	0.925214017	0.067760188	0.987426103	0.942412671	0.977167932	1.0	0.236320709	1.0	1.2414109e-06	3.059793840000002e-05	1.4939075499999995e-05
MED15	1	5	0	0	0	3.578851172	0.0	0.0	0.0	0.021954726	0.606050322	0.062732556	1.0	0.813667722	0.942412671	0.977167932	1.0	0.236431146	1.0	1.2750858499999978e-05	0.00019180829890000324	9.431237800000055e-05
SLC4A8	0	0	0	1	0	0.0	7.333147922	7.333147922	0.0	0.072424489	0.134544765	0.062804255	1.0	0.813667722	0.942412671	0.977167932	1.0	0.23662963	1.0	6.533376800000005e-06	0.0001250730664000014	4.567694730000037e-05
TUBG2	1	0	1	0	0	0.0	19.43454469	19.43454469	0.0	0.222905218	0.045084815	0.062817072	1.0	0.813667722	0.942412671	0.977167932	1.0	0.236665103	1.0	7.057266000000002e-07	1.549317440000002e-05	7.0582419e-06
CARHSP1	0	2	0	0	0	9.943901845	0.0	0.0	0.0	0.018891652	0.883972944	0.062857874	1.0	0.813667722	0.942412671	0.977167932	1.0	0.23677801	1.0	1.199337200000002e-06	5.8629844200000565e-05	2.5034865300000202e-05
VN1R1	0	0	0	0	1	0.0	0.0	0.0	6.573307033	0.229220562	0.828860795	0.474357243	0.132541932	0.813667722	0.942412671	0.977167932	1.0	0.236817716	1.0	2.7092609999999994e-07	7.651004399999989e-06	2.8971151000000024e-06
ALG8	1	0	0	0	1	0.0	0.0	0.0	6.990623584	0.266790142	0.695923732	0.500657262	0.125596241	0.813667722	0.942412671	0.977167932	1.0	0.23684108	1.0	7.084274800000035e-06	6.925068830000043e-05	2.748036119999983e-05
PAK1IP1	1	0	0	0	1	0.0	0.0	0.0	7.428276542	0.275587196	0.766230702	0.528386021	0.119053249	0.813667722	0.942412671	0.977167932	1.0	0.236911352	1.0	3.9631919999999995e-07	9.5391311e-06	3.5790875000000023e-06
ARHGEF33	1	0	0	0	1	0.0	0.0	0.0	4.712588499	0.168663384	0.68604436	0.35799188	0.175915166	0.813667722	0.942412671	0.977167932	1.0	0.237105295	1.0	3.9368975999999925e-06	7.295552830000053e-05	3.1260589600000044e-05
TFB2M	0	0	1	0	0	0.0	28.8801608	28.8801608	0.0	0.390110541	0.028914677	0.063009896	1.0	0.813667722	0.942412671	0.977167932	1.0	0.237198452	1.0	8.854525999999996e-07	1.4962209799999991e-05	5.8953975000000036e-06
SAE1	0	0	0	0	1	0.0	0.0	0.0	9.196323546	0.368708912	0.772813119	0.640655119	0.098353315	0.813667722	0.942412671	0.977167932	1.0	0.237200274	1.0	4.147841200000027e-06	6.544469250000091e-05	2.5988154000000292e-05
TTBK2	0	5	1	0	0	2.618894036	8.156641865	8.156641865	0.0	0.072505563	0.119489832	0.063019517	1.0	0.813667722	0.942412671	0.977167932	1.0	0.23722505	1.0	4.988924400000001e-06	7.034454010000032e-05	2.4100082400000177e-05
RXFP4	0	1	0	0	1	1.089769731	0.0	0.0	14.39479553	0.933232964	0.816812524	0.970064076	0.065080662	0.973920844	0.942412671	0.980903364	1.0	0.237537027	1.0	4.3366100000000017e-07	1.3804042900000012e-05	5.816140399999994e-06
PRKCDBP	0	1	0	0	1	1.995447685	0.0	0.0	11.81000905	0.538699094	0.823821022	0.807297265	0.078241764	0.817821994	0.942412671	0.977167932	1.0	0.23762528	1.0	5.429030999999995e-07	1.6611143100000054e-05	8.0223526e-06
EGFL8	1	1	0	0	1	0.981239099	0.0	0.0	13.74489083	0.985023939	0.704291678	0.930374516	0.067954761	0.994266387	0.942412671	0.977167932	1.0	0.237788254	1.0	1.3815107000000005e-06	2.90834159e-05	1.3670214099999971e-05
RUNX1	2	3	0	0	1	0.72608467	0.0	0.0	8.772602798	0.574503085	0.413184346	0.616078364	0.102629884	0.825890012	0.942412671	0.977167932	1.0	0.237801157	1.0	4.739847599999997e-06	9.894766240000088e-05	4.571404339999956e-05
PAK1	0	0	0	0	1	0.0	0.0	0.0	5.667810745	0.208999008	0.688995453	0.419910993	0.150614001	0.813667722	0.942412671	0.977167932	1.0	0.237846501	1.0	4.859019400000011e-06	7.140218090000052e-05	2.6245393900000122e-05
LRRC30	0	1	0	0	1	1.260737578	0.0	0.0	14.10319847	0.825288346	0.830739632	0.953777394	0.066339554	0.927038925	0.942412671	0.97746845	1.0	0.237925706	1.0	2.852529e-07	9.22534039999998e-06	5.0410168000000056e-06
SLC29A4	0	2	0	0	1	2.418732601	0.0	0.0	7.653187601	0.282785873	0.813604258	0.545848688	0.115949022	0.813667722	0.942412671	0.977167932	1.0	0.237973884	1.0	1.2297697999999985e-06	8.123680340000025e-05	4.493583150000001e-05
BTN2A2	0	0	0	1	0	0.0	12.03470517	12.03470517	0.0	0.125716959	0.077281959	0.06332469	1.0	0.813667722	0.942412671	0.977167932	1.0	0.238067905	1.0	5.119942499999977e-06	9.576604929999873e-05	4.2521155599999656e-05
EFCAB4A	1	3	0	0	0	5.793899584	0.0	0.0	0.0	0.019768913	0.775784203	0.063351506	1.0	0.813667722	0.942412671	0.977167932	1.0	0.238141898	1.0	1.4135624000000005e-06	3.8404648599999765e-05	1.836039489999997e-05
LRBA	2	5	0	0	3	1.244942628	0.0	0.0	3.457556056	0.65256416	0.412472482	0.641202497	0.09895872	0.847785689	0.942412671	0.977167932	1.0	0.238420681	1.0	1.9740950999999918e-05	0.00029603315219999226	0.00010965922700000057
THRA	1	0	0	1	0	0.0	15.37050095	15.37050095	0.0	0.168407756	0.058687658	0.063482802	1.0	0.813667722	0.942412671	0.977167932	1.0	0.238504014	1.0	4.476586400000005e-06	8.780670710000075e-05	3.761782930000013e-05
ZNF610	0	0	0	0	1	0.0	0.0	0.0	4.549720605	0.161324313	0.710432681	0.350584212	0.181101968	0.813667722	0.942412671	0.977167932	1.0	0.238527968	1.0	2.8735436000000016e-06	5.488595440000035e-05	1.9753612900000106e-05
KIDINS220	1	2	2	0	0	0.569756646	7.823908031	7.823908031	0.0	0.396481027	0.030731191	0.063636509	1.0	0.813667722	0.942412671	0.977167932	1.0	0.238927596	1.0	1.786497339999991e-05	0.000298386120000011	0.00011909435809999988
TTC12	0	0	0	0	1	0.0	0.0	0.0	4.946055605	0.183963913	0.664635414	0.377345085	0.168977589	0.813667722	0.942412671	0.977167932	1.0	0.23927552	1.0	9.008733999999985e-06	0.00012968710619999847	5.253526269999998e-05
GPR112	2	4	0	0	3	0.909555323	0.0	0.0	3.981222484	0.854304176	0.542331125	0.81796335	0.078015089	0.937905046	0.942412671	0.977167932	1.0	0.239414839	1.0			
FNBP1	0	0	0	0	1	0.0	0.0	0.0	5.712023368	0.208861485	0.722173565	0.426715805	0.149617944	0.813667722	0.942412671	0.977167932	1.0	0.239499745	1.0	3.4107559000000014e-06	6.126884530000025e-05	2.452180329999996e-05
CHRM4	1	1	0	0	1	0.577530339	0.0	0.0	11.53929861	0.552672353	0.757739679	0.800082415	0.07993474	0.821131363	0.942412671	0.977167932	1.0	0.2398024	1.0	4.961029999999999e-07	1.761264160000003e-05	7.928412899999997e-06
LAMA3	3	2	0	0	1	0.343895164	0.0	0.0	1.169430234	0.080345825	0.319916155	0.137307036	0.466086493	0.813667722	0.942412671	0.977167932	1.0	0.23991945	1.0	1.544394189999999e-05	0.0003171261986999937	0.0001293841465999995
RAB3IP	0	0	0	0	1	0.0	0.0	0.0	6.789012738	0.261349413	0.709019614	0.496909021	0.128858557	0.813667722	0.942412671	0.977167932	1.0	0.240012972	1.0	9.548540499999964e-06	0.0001091492295999991	4.0840874400000114e-05
TMEM245	0	3	0	0	1	2.793330719	0.0	0.0	3.705323748	0.135945598	0.672076677	0.299576108	0.213778166	0.813667722	0.942412671	0.977167932	1.0	0.240045543	1.0	1.5849346000000017e-06	2.964096810000001e-05	1.2825945399999966e-05
PLAC1	0	0	0	0	1	0.0	0.0	0.0	9.502515245	0.38056239	0.863566288	0.670946284	0.095478278	0.813667722	0.942412671	0.977167932	1.0	0.240094912	1.0			
APOBEC4	0	2	0	0	1	2.048980953	0.0	0.0	9.102591883	0.372165913	0.782642398	0.645838025	0.099268356	0.813667722	0.942412671	0.977167932	1.0	0.240233616	1.0	4.1685260000000004e-07	9.125071200000007e-06	3.526910399999995e-06
OR8H3	0	2	0	0	1	2.446756182	0.0	0.0	7.53018906	0.277305565	0.857774776	0.545178243	0.117626306	0.813667722	0.942412671	0.977167932	1.0	0.240277634	1.0	1.9601470000000005e-07	8.070864000000008e-06	3.2693984999999975e-06
DNAH6	2	4	0	0	3	0.658437672	0.0	0.0	2.528778385	0.397213262	0.284259934	0.403493939	0.158983832	0.813667722	0.942412671	0.977167932	1.0	0.240337264	1.0	2.1513715100000023e-05	0.00030501797620000374	0.0001069626712000003
HCN4	2	0	0	0	0	0.0	0.0	0.0	0.0	0.020938621	0.681318574	0.064239693	1.0	0.813667722	0.942412671	0.977167932	1.0	0.240586257	1.0	1.2851649999999997e-06	4.6612520199999843e-05	2.2606775500000005e-05
SEMA6A	2	2	0	0	2	0.861857747	0.0	0.0	5.375075917	0.833532531	0.64867797	0.882378491	0.072817582	0.930620144	0.942412671	0.977167932	1.0	0.240621875	1.0	4.934653899999979e-06	0.00015962980859999718	7.623524780000066e-05
SAPCD2	1	0	0	1	0	0.0	27.1216917	27.1216917	0.0	0.3660571	0.031014016	0.064306386	1.0	0.813667722	0.942412671	0.977167932	1.0	0.240769304	1.0	6.435733e-07	1.5574360000000022e-05	7.236325499999991e-06
CARD9	1	1	0	0	1	0.809871356	0.0	0.0	13.27597313	0.829318736	0.719324205	0.916262192	0.07019131	0.92852318	0.942412671	0.977167932	1.0	0.240789218	1.0	2.579904799999999e-06	8.143141250000029e-05	3.5381318700000024e-05
CTCFL	1	0	1	0	0	0.0	10.31677046	10.31677046	0.0	0.107630836	0.091836601	0.064344721	1.0	0.813667722	0.942412671	0.977167932	1.0	0.240874487	1.0	9.63185870000005e-06	0.00018769744870000395	7.56089036999997e-05
PRIM1	0	0	0	1	0	0.0	24.82872284	24.82872284	0.0	0.321925151	0.034254657	0.064365494	1.0	0.813667722	0.942412671	0.977167932	1.0	0.240931475	1.0	1.345734999999998e-06	2.828572200000016e-05	9.601397500000016e-06
ARHGAP11B	0	0	0	0	1	0.0	0.0	0.0	12.90955966	0.656989343	0.866672513	0.893455017	0.072044118	0.850521149	0.942412671	0.977167932	1.0	0.240938839	1.0	5.000543999999998e-07	1.3859694199999999e-05	5.616458399999994e-06
TMEM178B	0	1	1	0	0	2.576006821	30.12119513	30.12119513	0.0	0.416651079	0.027583487	0.06439504	1.0	0.813667722	0.942412671	0.977167932	1.0	0.241012519	1.0	6.202793999999997e-07	9.810492999999993e-06	4.283229800000006e-06
TULP3	0	0	0	1	0	0.0	18.22166067	18.22166067	0.0	0.21232252	0.04848591	0.064410509	1.0	0.813667722	0.942412671	0.977167932	1.0	0.241054944	1.0	1.7220135999999991e-06	4.093522240000005e-05	1.4355044699999995e-05
KCNJ4	1	2	0	0	1	1.247549484	0.0	0.0	13.50745542	0.767563115	0.820007358	0.932576116	0.069069128	0.89823552	0.942412671	0.977167932	1.0	0.241059633	1.0	4.084743999999999e-07	1.8121767400000003e-05	8.806771599999989e-06
KCNJ14	0	2	0	0	1	1.638078869	0.0	0.0	11.32874053	0.526323806	0.806304774	0.793449205	0.081303051	0.816404741	0.942412671	0.977167932	1.0	0.241327282	1.0	9.862874000000002e-07	2.9260522999999958e-05	1.3057920600000058e-05
TINAGL1	0	0	0	1	0	0.0	9.509953158	9.509953158	0.0	0.098853747	0.100641283	0.064582885	1.0	0.813667722	0.942412671	0.977167932	1.0	0.241527451	1.0	2.1903941999999966e-06	4.7068510600000016e-05	1.817536599999999e-05
KLF3	1	2	0	0	1	2.422784509	0.0	0.0	7.353252628	0.281822214	0.782212411	0.538798831	0.120126028	0.813667722	0.942412671	0.977167932	1.0	0.241913276	1.0	7.245337999999998e-07	1.9498128800000042e-05	8.849638700000011e-06
KPNB1	2	0	0	0	1	0.0	0.0	0.0	3.544888672	0.134586761	0.634864102	0.292521239	0.22136606	0.813667722	0.942412671	0.977167932	1.0	0.241996796	1.0	5.114881900000018e-06	8.066026450000074e-05	3.231977170000011e-05
SKAP2	0	0	0	1	0	0.0	30.45947121	30.45947121	0.0	0.444741286	0.027240645	0.064780874	1.0	0.813667722	0.942412671	0.977167932	1.0	0.242069599	1.0	1.0844473000000002e-06	1.6718689700000018e-05	5.295503700000012e-06
COLEC10	0	1	1	0	0	2.011047844	34.39534122	34.39534122	0.0	0.534589053	0.023776691	0.064785371	1.0	0.81726284	0.942412671	0.977167932	1.0	0.242081907	1.0	3.226979e-07	8.291113300000008e-06	2.855095200000001e-06
CDC25B	0	0	1	0	0	0.0	13.06964485	13.06964485	0.0	0.142481696	0.070441935	0.064803548	1.0	0.813667722	0.942412671	0.977167932	1.0	0.242131647	1.0	3.861272399999997e-06	0.00010392158789999967	4.236338409999986e-05
ZIM2	1	0	0	0	1	0.0	0.0	0.0	4.685925679	0.172478601	0.702817415	0.367219503	0.176743863	0.813667722	0.942412671	0.977167932	1.0	0.242405881	1.0	5.831154199999981e-06	9.715815619999933e-05	3.832785189999987e-05
MCHR2	0	1	0	0	1	1.571259354	0.0	0.0	12.44326815	0.677101967	0.749364497	0.870934121	0.074548321	0.858425319	0.942412671	0.977167932	1.0	0.242468459	1.0	1.716651599999999e-06	2.7082374900000054e-05	1.0622867100000014e-05
HTR3D	1	0	0	1	0	0.0	19.06538299	19.06538299	0.0	0.227624132	0.046066898	0.06495584	1.0	0.813667722	0.942412671	0.977167932	1.0	0.242548199	1.0	1.5625168999999995e-06	4.0212105599999936e-05	1.8496634099999996e-05
